rank_v2,team,power_index_v2,team_strength_rating,strength_rank,prior_year_team_quality_score,returning_production_score,offense_returning_production,defense_returning_production,qb_score,qb_status,projected_qb,transfer_impact_score,transfer_count,projected_transfer_starters,recruiting_talent_score,coaching_continuity_score,schedule_strength_score,avg_opponent_rating,road_games,context_score
119,UL Monroe,44.574680638437904,45.182154842229885,117,40.82101411064435,50.0,,,33.770224816877956,2025 starter (returning TBD),Aidan Armenta,43.50067257632816,20.0,0.0,34.78997407168373,85.0,33.0326707663902,43.02369430937198,6,50
120,Kentucky,44.5422584306793,44.30715382672527,123,41.005780312280734,50.0,,,41.37515859169004,2025 starter (returning TBD),Cutter Boley,49.29433624661986,29.0,0.0,79.3165046303245,0.0,49.00924590580566,53.775893216600245,5,50
121,Florida Atlantic,44.49890189440602,44.61291696669819,120,46.28295306370688,50.0,,,48.55366855366856,2025 starter (returning TBD),Caden Veltkamp,48.8598319300841,22.0,0.0,49.63517658271546,0.0,42.332615520854596,48.435674347432155,6,50
122,Michigan State,44.440264283095004,44.3402320240906,122,43.60177537592087,50.0,,,40.69163887723725,2025 starter (returning TBD),Aidan Chiles,45.79643636213987,28.0,0.0,73.74948424789122,0.0,46.34087720417875,52.22307128822729,5,50
123,Georgia State,44.28416780051982,44.600956280840784,121,37.050363893050935,50.0,,,31.675302160089174,2025 starter (returning TBD),TJ Finley,44.72266413176786,32.0,0.0,45.999730398042814,85.0,38.2651866744216,46.06868784328563,6,50
124,Northern Illinois,43.971041315864206,43.841928273336094,125,36.91554436244896,50.0,,,26.62586557008463,2025 starter (returning TBD),Josh Holst,41.270015249789424,5.0,0.0,49.4660742427881,85.0,46.42418912389834,49.36186958796208,7,50
125,Bowling Green,43.772918343471545,43.90904258529973,124,36.465916341282714,50.0,,,28.76632923083227,2025 starter (returning TBD),Drew Pyne,45.33355564040355,15.0,0.0,43.94005831056945,85.0,41.186557748736135,47.76874116138378,6,50
126,Virginia Tech,43.277817433779816,43.017221860795956,127,41.00661204199284,50.0,,,35.48569263731535,2025 starter (returning TBD),Kyron Drones,49.789985850213725,27.0,0.0,72.20956064449314,0.0,48.22913332047313,51.86707501357943,6,50
127,Ball State,43.04647694269364,42.882170756814965,128,32.91838495575736,50.0,,,28.83178203360759,2025 starter (returning TBD),Kiael Kelly,48.975706421973015,24.0,0.0,42.615537477861494,85.0,46.168294474388404,49.212955075934545,7,50
128,Coastal Carolina,43.01301241228428,43.41474482270646,126,35.23658718918775,50.0,,,21.037512070980632,2025 starter (returning TBD),Tad Hudson,47.99136227560287,33.0,0.0,51.71955486596825,85.0,35.3800966142629,44.38974778226115,6,50
129,Syracuse,42.733034929987134,42.25942472144131,129,30.01666792905715,50.0,,,20.856185509329528,2025 starter (returning TBD),Rickie Collins,45.65063172370906,19.0,0.0,64.03517845885992,85.0,51.731628892357705,53.90530605891268,6,50
130,Rice,41.667706981931225,41.29490295404701,130,24.694586355895087,50.0,,,40.57066659957126,2025 starter (returning TBD),Chase Jenkins,47.621725207907105,20.0,0.0,43.83000086302645,85.0,48.75098351173136,52.170758841012024,6,50
131,Charlotte,41.18620323843322,41.019665248949124,131,31.3218332406946,50.0,,,27.376666268147,2025 starter (returning TBD),Grayson Loftis,42.802293773570554,19.0,0.0,37.38263778404827,85.0,44.35042503863122,49.60991194981927,6,50
132,UCLA,40.8482844547305,40.90308175757139,132,36.33644022852856,50.0,,,39.3310209623597,2025 starter (returning TBD),Nico Iamaleava,47.83881116550478,41.0,0.0,64.20712447092727,0.0,39.8071357007536,48.42084670260193,5,50
133,Sam Houston,40.717320048561696,40.607599178753084,133,29.005230158334626,50.0,,,28.891268130111936,2025 starter (returning TBD),Hunter Watson,43.56975152369658,20.0,0.0,39.39326670519017,85.0,42.802016574925354,48.70883609210336,6,50
134,UAB,40.63985087336825,40.479757738830244,134,38.967718789604135,50.0,,,42.34222949689481,2025 starter (returning TBD),Jalen Kitna,45.58071263921996,38.0,0.0,45.974118399723835,0.0,43.681620429590616,49.22070993958659,6,50
135,Stanford,40.30191371177983,39.58520387371354,135,34.8688870769015,50.0,,,31.54632008739513,2025 starter (returning TBD),Ben Gulbranson,42.43422167523611,6.0,0.0,73.4106578137664,0.0,53.91940063503933,55.17845093362188,6,50
136,Oregon State,38.59415720737823,38.129405783609464,136,32.88398441088852,50.0,,,32.435918318778356,2025 starter (returning TBD),Maalik Murphy,43.37567257632816,20.0,0.0,62.29579368414733,0.0,47.42443425898489,52.19234119543505,5,50
137,Massachusetts,38.08627037179708,38.022983967748885,137,26.710451746464525,50.0,,,17.483261385898302,2025 starter (returning TBD),AJ Hairston,47.30660226501232,22.0,0.0,31.181563316122837,85.0,39.28871204871276,46.664314918538174,6,50
138,Oklahoma State,35.249788382060856,34.56725797878508,138,22.145806349683898,50.0,,,25.702892385955263,2025 starter (returning TBD),Zane Flores,49.78466751239684,55.0,0.0,69.06311274877676,0.0,48.21786604430077,51.86051817100261,6,50
